record_id,norad_cat_id,satellite_name,country,approximate_orbit_type,object_type,launch_year,launch_site,longitude,avg_longitude,geohash,HRR_Category,is_nominated,nominated_at,has_dossier,last_updated_at,justification,focused_analysis,days_old,conjunction_count,is_unk_object,all_maneuvers,days_since_ob,recent_maneuvers,deltaV_90day,has_sister_debris,still_in_orbit,risk_level
10096,10096,SL-14 R/B,CIS,LEO,ROCKETBODY,1977,PKMTR,-70.94856912,-45.06140362,,,false,,false,,,,17390,0,FALSE,,,,N/A,N/A
10436,10436,COSMOS 839 DEB,CIS,LEO,DEBRIS,1976,PKMTR,29.39840935,-32.93402367,,,false,,false,,,,17741,0,FALSE,,,,false,null
11888,11888,SL-6 R/B(2),CIS,HEO,ROCKETBODY,1980,PKMTR,126.9150131,-19.61821317,,,false,,false,,,,16286,0,FALSE,,,,N/A,N/A
12529,12529,DELTA 1 DEB,US,LEO,DEBRIS,1976,AFWTR,-49.97556469,63.24844584,,,false,,false,,,,17720,0,FALSE,,,,false,null
13610,13610,SL-12 R/B(2),CIS,MEO,ROCKETBODY,1982,TTMTR,85.4247124,128.2572213,,,false,,false,,,,15454,0,FALSE,,,,N/A,N/A
18634,18634,SL-12 R/B(2),CIS,GEO,ROCKETBODY,1987,TTMTR,-84.0285869,-45.40569888,,,false,,false,,,,13569,0,FALSE,,,,N/A,N/A
21249,21249,SL-8 DEB,CIS,LEO,DEBRIS,1991,PKMTR,-162.5254582,-98.07395074,,,false,,false,,,,12409,0,FALSE,,,,false,null
23097,23097,USA 103,US,Unknown Orbit Category,PAYLOAD,1994,AFETR,0.0,0.0,,,false,,false,,,,11233,0,FALSE,,,,N/A,N/A
26005,26005,SL-14 DEB,CIS,LEO,DEBRIS,1991,PKMTR,9.339711283,22.61155748,,,false,,false,,,,12181,0,FALSE,,,,false,null
28158,28158,USA 176,US,GEO,PAYLOAD,2004,AFETR,87.91604609,87.1905644,,,false,,false,,,,7659,1,FALSE,,,,N/A,N/A
28473,28473,ATLAS 5 CENTAUR R/B,US,HEO,ROCKETBODY,2004,AFETR,58.82236332,165.8841282,,,false,,false,,,,7352,0,FALSE,,,,N/A,N/A
29210,29210,SCOUT G-1 DEB,US,LEO,DEBRIS,1987,AFWTR,0.0,0.0,,,false,,false,,,,13654,0,FALSE,,,,false,null
29539,29539,CZ-4B DEB,PRC,LEO,DEBRIS,2006,TSC,26.25180283,127.1089658,,,false,,false,,,,6857,0,FALSE,,,,false,null
31518,31518,FENGYUN 1C DEB,PRC,LEO,DEBRIS,1999,TSC,0.0,0.0,,,false,,false,,,,9400,0,FALSE,,,,false,null
32558,32558,DELTA 4H DEB,US,Unknown Orbit Category,DEBRIS,2007,AFETR,0.0,0.0,,,false,,false,,,,6293,0,FALSE,,,,false,null
35350,35350,PSLV DEB,IND,LEO,DEBRIS,2001,SRI,-19.90037801,94.22048479,,,false,,false,,,,8504,0,FALSE,,,,false,null
35670,35670,COSMOS 2251 DEB,CIS,LEO,DEBRIS,1993,PKMTR,39.99585443,50.95457541,,,false,,false,,,,11554,0,FALSE,,,,false,null
39350,39350,CZ-3C DEB,PRC,HEO,DEBRIS,2010,XSC,-133.5762562,-101.9103117,,,false,,false,,,,5208,0,FALSE,,,,false,null
39645,39645,COSMOS 1867 COOLANT,CIS,LEO,DEBRIS,1987,TTMTR,142.5517496,26.19027854,,,false,,false,,,,13722,0,FALSE,,,,false,null
46525,46525,FREGAT DEB,CIS,LEO,DEBRIS,2011,TTMTR,0.0,0.0,,,false,,false,,,,4948,0,FALSE,,,,false,null
47437,47437,OBJECT AA,TBD,LEO,UNKNOWNOBJECT,2021,AFETR,30.6140765,-104.5134819,,,false,,false,,,,1470,0,FALSE,,,,N/A,N/A
47880,47880,STARLINK-2337,US,LEO,PAYLOAD,2021,AFETR,-175.0260674,-130.5323513,,,false,,false,,,,1421,11,FALSE,,,,N/A,N/A
47960,47960,OBJECT AE,TBD,LEO,UNKNOWNOBJECT,2021,TTMTR,50.38528302,160.6917475,,,false,,false,,,,1413,0,FALSE,,,,N/A,N/A
4821,4821,THORAD AGENA D DEB,US,LEO,DEBRIS,1970,AFWTR,178.2103203,-72.04940003,,,false,,false,,,,20024,0,FALSE,,,,false,null
48370,48370,STARLINK-2621,US,LEO,PAYLOAD,2021,AFETR,54.79928555,104.1870379,,,false,,false,,,,1370,12,FALSE,,,,N/A,N/A
50802,50802,COSMOS 2499 DEB,CIS,LEO,DEBRIS,2014,PKMTR,0.0,84.37778856,,,false,,false,,,,3908,0,FALSE,,,,false,null
54008,54008,STARLINK-5145,US,LEO,PAYLOAD,2022,AFWTR,-125.2902531,-84.74276614,,,false,,false,,,,851,4,FALSE,,,,N/A,N/A
55658,55658,STARLINK-5307,US,LEO,PAYLOAD,2023,AFWTR,67.76143206,168.1115426,,,false,,false,,,,716,6,FALSE,,,,N/A,N/A
57868,57868,STARLINK-30442,US,LEO,PAYLOAD,2023,AFETR,-157.9895996,164.4697541,,,false,,false,,,,505,6,FALSE,,,,N/A,N/A
58185,58185,STARLINK-30793,US,LEO,PAYLOAD,2023,AFETR,80.02257341,42.16781126,,,false,,false,,,,461,8,FALSE,,,,N/A,N/A
58197,58197,STARLINK-30762,US,LEO,PAYLOAD,2023,AFETR,5.836206465,-24.70640827,,,false,,false,,,,461,2,FALSE,,,,N/A,N/A
59891,59891,STARLINK-31949,US,LEO,PAYLOAD,2024,AFETR,-144.493079,-85.3865632,,,false,,false,,,,250,0,FALSE,,,,N/A,N/A
60053,60053,STARLINK-31793,US,LEO,PAYLOAD,2024,AFWTR,122.6518987,134.572758,,,false,,false,,,,239,7,FALSE,,,,N/A,N/A
60336,60336,STARLINK-32079,US,LEO,PAYLOAD,2024,AFETR,35.74144473,162.2770626,,,false,,false,,,,184,0,FALSE,,,,N/A,N/A
61354,61354,CZ-6A DEB,PRC,LEO,DEBRIS,2024,TSC,0.0,32.2282236,,,false,,false,,,,180,0,FALSE,,,,false,null
61819,61819,CZ-6A DEB,PRC,LEO,DEBRIS,2024,TSC,0.0,22.59503966,,,false,,false,,,,180,0,FALSE,,,,false,null
12542,12542,DELTA 1 DEB,US,LEO,DEBRIS,1976,AFWTR,-32.49004766,127.1862917,,,false,,false,,,,17720,0,FALSE,,,,false,null
19919,19919,TELE-X,SWED,GEO,PAYLOAD,1989,FRGUI,-11.55953354,63.57869112,,,false,,false,,,,13090,0,FALSE,,,,N/A,N/A
21453,21453,DELTA 1 DEB,US,LEO,DEBRIS,1975,AFWTR,136.6945894,-145.4078904,,,false,,false,,,,18133,0,FALSE,,,,false,null
23479,23479,SL-19 DEB,CIS,LEO,DEBRIS,1994,TTMTR,164.320848,35.19114769,,,false,,false,,,,10996,0,FALSE,,,,false,null
26222,26222,CZ-4 DEB,PRC,LEO,DEBRIS,1999,TSC,-158.5481305,-177.5567996,,,false,,false,,,,9243,0,FALSE,,,,false,null
27729,27729,DELTA 1 DEB,US,LEO,DEBRIS,1977,AFETR,156.6135471,-46.53318009,,,false,,false,,,,17370,0,FALSE,,,,false,null
28039,28039,ARIANE 44L DEB,FR,HEO,DEBRIS,1991,FRGUI,-109.6053068,33.16837829,,,false,,false,,,,12437,0,FALSE,,,,false,null
28463,28463,EXPRESS AM-1,CIS,GEO,PAYLOAD,2004,TTMTR,-94.42661696,-8.289916995,,,false,,false,,,,7401,0,FALSE,,,,N/A,N/A
28500,28500,DELTA 4 DEMO SPACECRAFT,US,HEO,PAYLOAD,2004,AFETR,-90.92001924,-107.0065548,,,false,,false,,,,7348,0,FALSE,,,,N/A,N/A
30750,30750,FENGYUN 1C DEB,PRC,LEO,DEBRIS,1999,TSC,-131.0859727,149.0198411,,,false,,false,,,,9400,0,FALSE,,,,false,null
38296,38296,CZ-4C DEB,PRC,LEO,DEBRIS,2010,TSC,-91.65614593,-30.67934984,,,false,,false,,,,5204,0,FALSE,,,,false,null
38339,38339,SDS-4,JPN,LEO,PAYLOAD,2012,TNSTA,-118.4285304,-156.3827341,,,false,,false,,,,4644,0,FALSE,,,,N/A,N/A
38576,38576,BREEZE-M DEB,CIS,HEO,DEBRIS,2008,TTMTR,-26.56226664,-78.82274015,,,false,,false,,,,6169,0,FALSE,,,,false,null
39840,39840,SL-8 DEB,CIS,LEO,DEBRIS,1991,PKMTR,-170.9526895,-112.6118862,,,false,,false,,,,12409,0,FALSE,,,,false,null
41009,41009,FENGYUN 1C DEB,PRC,LEO,DEBRIS,1999,TSC,0.0,0.0,,,false,,false,,,,9400,0,FALSE,,,,false,null
41262,41262,NOAA 16 DEB,US,LEO,DEBRIS,2000,AFWTR,-19.50160663,-11.56501484,,,false,,false,,,,8900,0,FALSE,,,,false,null
41280,41280,NOAA 16 DEB,US,LEO,DEBRIS,2000,AFWTR,65.61059708,132.8474932,,,false,,false,,,,8900,0,FALSE,,,,false,null
43341,43341,ATLAS CENTAUR R/B,US,GEO,ROCKETBODY,2018,AFETR,38.14259351,84.15165002,,,false,,false,,,,2486,0,FALSE,,,,N/A,N/A
50832,50832,STARLINK-3328,US,LEO,PAYLOAD,2022,AFETR,-96.4676708,-51.76946262,,,false,,false,,,,1123,15,FALSE,,,,N/A,N/A
52828,52828,ATLAS 5 CENTAUR DEB,US,HEO,DEBRIS,2014,AFETR,-17.6569177,1.314486171,,,false,,false,,,,3791,0,FALSE,,,,false,null
54073,54073,STARLINK-5146,US,LEO,PAYLOAD,2022,AFETR,52.42228448,90.50712054,,,false,,false,,,,836,8,FALSE,,,,N/A,N/A
55520,55520,CZ-6A DEB,PRC,LEO,DEBRIS,2022,TSC,-18.74394719,115.2530708,,,false,,false,,,,814,0,FALSE,,,,false,null
55551,55551,CZ-6A DEB,PRC,LEO,DEBRIS,2022,TSC,-1.727916014,120.2147444,,,false,,false,,,,814,0,FALSE,,,,false,null
56081,56081,ONEWEB-0718,UK,LEO,PAYLOAD,2023,SRI,131.0707599,-153.338966,,,false,,false,,,,679,0,FALSE,,,,N/A,N/A
56199,56199,TOMORROW-R1,US,LEO,PAYLOAD,2023,AFWTR,-120.700056,-22.74951888,,,false,,false,,,,659,5,FALSE,,,,N/A,N/A
56505,56505,STARLINK-5763,US,LEO,PAYLOAD,2023,AFETR,-80.05460785,-112.9794017,,,false,,false,,,,630,1,FALSE,,,,N/A,N/A
56539,56539,STARLINK-6135,US,LEO,PAYLOAD,2023,AFETR,57.24594234,27.0931473,,,false,,false,,,,630,1,FALSE,,,,N/A,N/A
59264,59264,STARLINK-31645,US,LEO,PAYLOAD,2024,AFWTR,-81.83593899,45.13710618,,,false,,false,,,,320,2,FALSE,,,,N/A,N/A
60427,60427,STARLINK-32254,US,LEO,PAYLOAD,2024,AFETR,33.39756741,103.3621661,,,false,,false,,,,174,0,FALSE,,,,N/A,N/A
6797,6797,ATLAS CENTAUR R/B,US,HEO,ROCKETBODY,1973,AFETR,20.97300115,81.57245387,,,false,,false,,,,18791,0,FALSE,,,,N/A,N/A
10730,10730,DELTA 1 DEB,US,LEO,DEBRIS,1975,AFWTR,-27.86336164,-80.3044203,,,false,,false,,,,18197,0,FALSE,,,,false,null
11667,11667,COSMOS 1150,CIS,LEO,PAYLOAD,1980,PKMTR,-81.82233708,-27.85498603,,,false,,false,,,,16456,4,FALSE,,,,N/A,N/A
13460,13460,COSMOS 1275 DEB,CIS,LEO,DEBRIS,1981,PKMTR,164.0172556,-50.78371491,,,false,,false,,,,15949,0,FALSE,,,,false,null
18570,18570,TVSAT 1,GER,GEO,PAYLOAD,1987,FRGUI,63.71398965,-11.48180431,,,false,,false,,,,13588,0,FALSE,,,,N/A,N/A
20626,20626,SL-16 DEB,CIS,LEO,DEBRIS,1990,TTMTR,73.31951716,-41.96560243,,,false,,false,,,,12675,0,FALSE,,,,false,null
26958,26958,PROBA 1,ESA,LEO,PAYLOAD,2001,SRI,148.3234088,-90.27827265,,,false,,false,,,,8504,0,FALSE,,,,N/A,N/A
2700,2700,DELTA 1 DEB,US,LEO,DEBRIS,1965,AFETR,69.41702735,102.4315405,,,false,,false,,,,21638,0,FALSE,,,,false,null
27775,27775,COSMOS 2397,CIS,GEO,PAYLOAD,2003,TTMTR,-163.2058068,-40.55966406,,,false,,false,,,,7955,0,FALSE,,,,N/A,N/A
29301,29301,METEOR 2-17 DEB,CIS,LEO,DEBRIS,1988,PKMTR,-141.5791444,53.88615572,,,false,,false,,,,13518,0,FALSE,,,,false,null
29922,29922,FENGYUN 1C DEB,PRC,LEO,DEBRIS,1999,TSC,-21.84739066,-42.29037244,,,false,,false,,,,9400,0,FALSE,,,,false,null
30005,30005,FENGYUN 1C DEB,PRC,LEO,DEBRIS,1999,TSC,132.5500054,-71.52760996,,,false,,false,,,,9400,0,FALSE,,,,false,null
30155,30155,FENGYUN 1C DEB,PRC,LEO,DEBRIS,1999,TSC,-137.886235,31.22346425,,,false,,false,,,,9400,0,FALSE,,,,false,null
32119,32119,FENGYUN 1C DEB,PRC,LEO,DEBRIS,1999,TSC,156.1541958,-76.53691091,,,false,,false,,,,9400,0,FALSE,,,,false,null
33558,33558,ARIANE 2 DEB,FR,HEO,DEBRIS,1989,FRGUI,-166.7406377,133.0162242,,,false,,false,,,,13155,0,FALSE,,,,false,null
33776,33776,IRIDIUM 33 DEB,US,LEO,DEBRIS,1997,TTMTR,-161.531332,-162.0095456,,,false,,false,,,,10003,0,FALSE,,,,false,null
35796,35796,COSMOS 2251 DEB,CIS,LEO,DEBRIS,1993,PKMTR,130.7502125,0.0,,,false,,false,,,,11554,0,FALSE,,,,false,null
39166,39166,NAVSTAR 68 (USA 242),US,MEO,PAYLOAD,2013,AFETR,28.25676647,91.14947619,,,false,,false,,,,4281,0,FALSE,,,,N/A,N/A
40862,40862,CZ-3C DEB,PRC,HEO,DEBRIS,2012,XSC,0.0,0.0,,,false,,false,,,,4727,0,FALSE,,,,false,null
48539,48539,SL-12 DEB,CIS,HEO,DEBRIS,2008,TTMTR,0.0,0.0,,,false,,false,,,,5974,0,FALSE,,,,false,null
49206,49206,ONEWEB-0340,UK,LEO,PAYLOAD,2021,TTMTR,-151.8141968,-58.74088174,,,false,,false,,,,1237,0,FALSE,,,,N/A,N/A
49280,49280,ONEWEB-0347,UK,LEO,PAYLOAD,2021,VOSTO,-34.18039604,156.9912223,,,false,,false,,,,1207,0,FALSE,,,,N/A,N/A
51634,51634,ONEWEB-0438,UK,LEO,PAYLOAD,2022,FRGUI,85.3236077,-94.10556941,,,false,,false,,,,1088,0,FALSE,,,,N/A,N/A
51789,51789,STARLINK-3639,US,LEO,PAYLOAD,2022,AFWTR,23.50347007,62.9845702,,,false,,false,,,,1073,17,FALSE,,,,N/A,N/A
5181,5181,SL-8 R/B,CIS,LEO,ROCKETBODY,1971,PKMTR,77.29306131,-144.6792282,,,false,,false,,,,19639,0,FALSE,,,,N/A,N/A
52967,52967,ATLAS 5 CENTAUR DEB,US,HEO,DEBRIS,2018,AFETR,0.0,0.0,,,false,,false,,,,2300,0,FALSE,,,,false,null
53093,53093,COSMOS 2251 DEB,CIS,LEO,DEBRIS,1993,PKMTR,-1.027667928,145.8261586,,,false,,false,,,,11554,0,FALSE,,,,false,null
53223,53223,STARLINK-4354,US,LEO,PAYLOAD,2022,AFWTR,34.33020449,131.3071355,,,false,,false,,,,926,6,FALSE,,,,N/A,N/A
54010,54010,STARLINK-5127,US,LEO,PAYLOAD,2022,AFWTR,-80.57765731,-41.81888148,,,false,,false,,,,851,8,FALSE,,,,N/A,N/A
54198,54198,STARLINK-5246,US,LEO,PAYLOAD,2022,AFWTR,92.60330935,148.7792243,,,false,,false,,,,828,10,FALSE,,,,N/A,N/A
56413,56413,STARLINK-6258,US,LEO,PAYLOAD,2023,AFETR,55.36119812,23.89291919,,,false,,false,,,,640,5,FALSE,,,,N/A,N/A
57329,57329,STARLINK-6138,US,LEO,PAYLOAD,2023,AFETR,54.49633275,22.98512313,,,false,,false,,,,567,9,FALSE,,,,N/A,N/A
58639,58639,STARLINK-31070,US,LEO,PAYLOAD,2023,AFETR,107.8044107,-41.53728907,,,false,,false,,,,407,12,FALSE,,,,N/A,N/A
